Alias / Serial number,Time,Status,Vpv1(V),Ipv1(A),Ppv1(W),Vpv2(V),Ipv2(A),Ppv2(W),Ppv(W),Vac(R)(V),VacS(V),VacT(V),Iac(R)(A),IacS(A),IacT(A),Fac(Hz),Pac(W),PacR(W),PacS(W),PacT(W),Temperature(_),Eac_today(kWh),Eac_total(kWh),T_total(H),Bat_Volt(V),Bat_Power(W),Output_Volt(V),Output_Freq(Hz),Load_Power(W),CHG_Temperature(_),Bat_Temperature(_),Bat_Percent(%)
SD1740L010,2018-02-20 00:00:33,NORMAL,11.1,0,0,15,0,0,0,235.5,0,192.9,0.5,0,0,50,-13,0,0,0,37.8,6.1,328.7,590,52.6,68,231.3,50,67,37.3,30,54
SD1740L010,2018-02-20 00:05:33,NORMAL,11.1,0,0,15,0,0,0,237.1,0,192.9,0.4,0,0,50,4,0,0,0,37.6,6.2,328.8,590,52.6,82,232.8,50,71,37.1,30,54
SD1740L010,2018-02-20 00:10:33,NORMAL,11.1,0,0,15,0,0,0,237.5,0,192.9,0.5,0,0,50,20,0,0,0,37.8,6.2,328.8,590,52.6,77,233.3,50,48,37.2,30,54
SD1740L010,2018-02-20 00:15:33,NORMAL,11.1,0,0,15.1,0,0,0,239.1,0,192.9,0.5,0,0,50,19,0,0,0,37.8,6.2,328.8,590,52.6,80,234.8,50,52,37.2,30,54
SD1740L010,2018-02-20 00:20:33,NORMAL,10.8,0,0,14.7,0,0,0,231.9,0,192.9,0.7,0,0,50,-21,0,0,0,37.6,6.2,328.8,590,52.5,164,227.7,50,170,37.2,30,54
SD1740L010,2018-02-20 00:25:33,NORMAL,10.8,0,0,14.6,0,0,0,232.8,0,192.9,0.6,0,0,50,-10,0,0,0,37.8,6.2,328.8,590,52.5,171,228.6,50,164,37.1,30,54
SD1740L010,2018-02-20 00:30:33,NORMAL,11,0,0,14.9,0,0,0,237.2,0,192.9,0.7,0,0,50,22,0,0,0,37.5,6.2,328.8,591,52.4,182,233,50,133,36.9,29,54
SD1740L010,2018-02-20 00:35:33,NORMAL,11.1,0,0,14.9,0,0,0,238,0,193,1.2,0,0,50,2,0,0,0,37.5,6.2,328.8,591,52.5,257,233.8,50,219,36.9,29,53
SD1740L010,2018-02-20 00:40:33,NORMAL,11,0,0,14.8,0,0,0,235.3,0,193,1.3,0,0,50,3,0,0,0,37.6,6.2,328.8,591,52.4,257,231,50,231,37,29,53
SD1740L010,2018-02-20 00:45:33,NORMAL,11,0,0,14.8,0,0,0,232,0,193,1.3,0,0,50.1,-13,0,0,0,37.7,6.3,328.9,591,52.4,239,227.9,50.1,225,36.8,29,53
SD1740L010,2018-02-20 00:50:33,NORMAL,11,0,0,14.8,0,0,0,234.8,0,193,0.6,0,0,50,17,0,0,0,37.4,6.3,328.9,591,52.5,174,230.6,50,132,36.9,29,53
SD1740L010,2018-02-20 00:55:33,NORMAL,11,0,0,14.8,0,0,0,234.6,0,193,0.6,0,0,50,-13,0,0,0,37.6,6.3,328.9,591,52.5,151,230.4,50,148,36.8,29,53
SD1740L010,2018-02-20 01:00:33,NORMAL,11.1,0,0,14.9,0,0,0,234.9,0,193,0.6,0,0,50,-11,0,0,0,37.7,6.3,328.9,591,52.4,154,230.7,50,142,36.8,29,53
SD1740L010,2018-02-20 01:05:33,NORMAL,11,0,0,14.9,0,0,0,236.2,0,193.1,0.6,0,0,49.9,17,0,0,0,37.4,6.3,328.9,591,52.5,168,232,49.9,134,36.9,29,52
SD1740L010,2018-02-20 01:10:33,NORMAL,11,0,0,14.9,0,0,0,231.7,0,193.1,0.6,0,0,50,-11,0,0,0,37.6,6.3,328.9,591,52.4,156,227.6,50,145,36.7,29,52
SD1740L010,2018-02-20 01:15:33,NORMAL,10.9,0,0,14.8,0,0,0,232.3,0,193.1,0.6,0,0,49.9,-12,0,0,0,37.5,6.3,328.9,591,52.4,150,228.2,49.9,139,36.5,29,52
SD1740L010,2018-02-20 01:20:33,NORMAL,10.9,0,0,14.7,0,0,0,231.9,0,193.1,0.6,0,0,49.9,-13,0,0,0,37.1,6.3,328.9,591,52.4,150,227.7,49.9,156,36.4,29,52
SD1740L010,2018-02-20 01:25:33,NORMAL,10.9,0,0,14.7,0,0,0,233.9,0,193.1,0.5,0,0,50,1,0,0,0,37.2,6.3,328.9,591,52.5,161,229.7,50,129,36.4,29,52
SD1740L010,2018-02-20 01:30:33,NORMAL,10.9,0,0,14.7,0,0,0,234.2,0,193.1,0.6,0,0,50,-11,0,0,0,37.3,6.4,329,592,52.5,147,230,50,149,36.6,29,52
SD1740L010,2018-02-20 01:35:33,NORMAL,10.8,0,0,14.5,0,0,0,232.3,0,193.1,0.6,0,0,50,-7,0,0,0,37.1,6.4,329,592,52.5,160,228.2,50,139,36.6,29,52
SD1740L010,2018-02-20 01:40:33,NORMAL,10.7,0,0,14.5,0,0,0,232.1,0,193.1,0.6,0,0,50,-7,0,0,0,37.2,6.4,329,592,52.5,159,227.9,50,144,36.3,29,52
SD1740L010,2018-02-20 01:45:33,NORMAL,10.7,0,0,14.5,0,0,0,232.7,0,193.2,0.6,0,0,50,-4,0,0,0,37.1,6.4,329,592,52.5,158,228.5,50,140,36.6,29,51
SD1740L010,2018-02-20 01:50:34,NORMAL,10.8,0,0,14.5,0,0,0,233.3,0,193.2,0.6,0,0,50,-6,0,0,0,37.4,6.4,329,592,52.5,156,229.2,50,140,36.6,29,51
SD1740L010,2018-02-20 01:55:34,NORMAL,11,0,0,14.7,0,0,0,236.3,0,193.2,0.6,0,0,50,3,0,0,0,37.4,6.4,329,592,52.3,154,232.1,50,127,36.3,29,51
SD1740L010,2018-02-20 02:00:34,NORMAL,11,0,0,14.8,0,0,0,234.2,0,193.2,0.5,0,0,50,0,0,0,0,37.1,6.4,329,592,52.4,78,229.9,50,62,36.4,29,51
SD1740L010,2018-02-20 02:05:34,NORMAL,11.1,0,0,14.8,0,0,0,235,0,193.2,0.7,0,0,50.1,5,0,0,0,37.1,6.4,329,592,52.5,164,230.7,50.1,149,36.6,29,51
SD1740L010,2018-02-20 02:10:34,NORMAL,11.1,0,0,15,0,0,0,235.4,0,193.2,0.5,0,0,50,-12,0,0,0,37,6.4,329,592,52.5,158,231.1,50,140,36.5,29,51
SD1740L010,2018-02-20 02:15:34,NORMAL,11.1,0,0,15,0,0,0,234.9,0,193.2,0.4,0,0,49.9,14,0,0,0,37.3,6.5,329.1,592,52.5,80,230.7,49.9,56,36.1,29,51
SD1740L010,2018-02-20 02:20:34,NORMAL,11.4,0,0,15.3,0,0,0,240.5,0,193.2,0.4,0,0,50,15,0,0,0,36.8,6.5,329.1,592,52.4,81,236.1,50,58,36.2,29,51
SD1740L010,2018-02-20 02:25:34,NORMAL,11.4,0,0,15.3,0,0,0,236.9,0,193.2,0.4,0,0,49.9,13,0,0,0,37.1,6.5,329.1,592,52.5,81,232.6,49.9,58,36.3,29,51
SD1740L010,2018-02-20 02:30:34,NORMAL,11.4,0,0,15.3,0,0,0,237,0,193.2,0.5,0,0,50,-18,0,0,0,36.5,6.5,329.1,593,52.4,61,232.7,50,79,36,29,51
SD1740L010,2018-02-20 02:35:34,NORMAL,11.6,0,0,15.5,0,0,0,239.6,0,193.2,0.6,0,0,50,-8,0,0,0,36.7,6.5,329.1,593,52.6,62,235.3,50,70,36,28,50
SD1740L010,2018-02-20 02:40:34,NORMAL,11.5,0,0,15.4,0,0,0,237.4,0,193.3,0.6,0,0,50,-18,0,0,0,36.6,6.5,329.1,593,52.6,62,233.1,50,80,36,28,50
SD1740L010,2018-02-20 02:45:34,NORMAL,11.6,0,0,15.4,0,0,0,237.3,0,193.3,0.6,0,0,50,-23,0,0,0,36.6,6.5,329.1,593,52.6,64,233,50,72,35.9,28,50
SD1740L010,2018-02-20 02:50:34,NORMAL,11.7,0,0,15.5,0,0,0,237.4,0,193.3,0.5,0,0,50,16,0,0,0,36.3,6.5,329.1,593,52.4,70,233.2,50,60,35.8,28,50
SD1740L010,2018-02-20 02:55:34,NORMAL,11.9,0,0,15.6,0,0,0,238.4,0,193.3,0.5,0,0,50,15,0,0,0,36.5,6.5,329.1,593,52.4,68,234.2,50,59,35.7,28,50
SD1740L010,2018-02-20 03:00:34,NORMAL,12,0,0,15.8,0,0,0,240.5,0,193.3,0.5,0,0,50,-12,0,0,0,36.4,6.5,329.1,593,52.5,54,236.2,50,67,35.6,28,50
SD1740L010,2018-02-20 03:05:34,NORMAL,12,0,0,15.8,0,0,0,238.7,0,193.3,0.5,0,0,50,-22,0,0,0,36.4,6.5,329.1,593,52.4,55,234.4,50,77,35.7,28,50
SD1740L010,2018-02-20 03:10:34,NORMAL,12.1,0,0,15.8,0,0,0,238.9,0,193.3,0.5,0,0,50,-12,0,0,0,36.2,6.5,329.1,593,52.4,57,234.6,50,70,35.5,28,50
SD1740L010,2018-02-20 03:15:34,NORMAL,12.3,0,0,16,0,0,0,241.5,0,193.3,0.5,0,0,50,-10,0,0,0,36.2,6.5,329.1,593,52.6,62,237.1,50,75,35.7,28,50
SD1740L010,2018-02-20 03:20:34,NORMAL,12.3,0,0,16,0,0,0,239.1,0,193.3,0.7,0,0,50,13,0,0,0,36.3,6.5,329.1,593,52.5,186,234.7,50,148,35.5,28,50
SD1740L010,2018-02-20 03:25:34,NORMAL,12.5,0,0,16.1,0,0,0,239.8,0,193.3,0.7,0,0,50,-10,0,0,0,36.2,6.5,329.1,593,52.5,176,235.5,50,168,35.7,28,50
SD1740L010,2018-02-20 03:30:34,NORMAL,12.6,0,0,16.3,0,0,0,239.3,0,193.3,0.7,0,0,49.9,-6,0,0,0,36.1,6.6,329.2,594,52.3,177,234.9,49.9,152,35.6,28,50
SD1740L010,2018-02-20 03:35:34,NORMAL,12.3,0,0,16.1,0,0,0,235.8,0,193.4,1.3,0,0,50,1,0,0,0,36,6.6,329.2,594,52.4,271,231.6,50,233,35.6,28,49
SD1740L010,2018-02-20 03:40:34,NORMAL,12.7,0,0,16.3,0,0,0,239.3,0,193.4,1.2,0,0,50,7,0,0,0,35.8,6.6,329.2,594,52.4,270,235,50,227,35.5,28,49
SD1740L010,2018-02-20 03:45:34,NORMAL,12.7,0,0,16.5,0,0,0,235.6,0,193.4,0.6,0,0,49.9,-7,0,0,0,36.1,6.6,329.2,594,52.2,146,231.4,49.9,140,35.4,28,49
SD1740L010,2018-02-20 03:50:34,NORMAL,13.2,0,0,16.7,0,0,0,236.8,0,193.4,0.6,0,0,50,-14,0,0,0,36.2,6.6,329.2,594,52.4,152,232.5,50,153,35.2,28,49
SD1740L010,2018-02-20 03:55:34,NORMAL,13,0,0,16.9,0,0,0,239,0,193.4,0.6,0,0,50,-16,0,0,0,36,6.6,329.2,594,52.4,151,234.7,50,153,35.2,28,49
SD1740L010,2018-02-20 04:00:34,NORMAL,12.8,0,0,16.7,0,0,0,236.6,0,193.4,0.6,0,0,49.9,-5,0,0,0,35.9,6.6,329.2,594,52.3,151,232.4,49.9,142,35.5,28,49
SD1740L010,2018-02-20 04:05:34,NORMAL,13,0,0,16.8,0,0,0,237.5,0,193.4,0.6,0,0,50,-10,0,0,0,35.9,6.7,329.3,594,52.4,158,233.2,50,154,35.5,28,48
SD1740L010,2018-02-20 04:10:34,NORMAL,13,0,0,16.9,0,0,0,236.3,0,193.5,0.6,0,0,50,-13,0,0,0,36,6.7,329.3,594,52.3,155,232.1,50,155,35.3,28,48
SD1740L010,2018-02-20 04:15:34,NORMAL,13,0,0,16.8,0,0,0,235.5,0,193.5,0.6,0,0,50,-5,0,0,0,36,6.7,329.3,594,52.5,161,231.3,50,137,35.2,28,48
SD1740L010,2018-02-20 04:20:34,NORMAL,13.4,0,0,17,0,0,0,238.3,0,193.5,0.6,0,0,50,-5,0,0,0,35.7,6.7,329.3,594,52.4,146,234.1,50,137,35.2,28,48
SD1740L010,2018-02-20 04:25:34,NORMAL,13.4,0,0,17,0,0,0,235.4,0,193.5,0.6,0,0,49.9,-6,0,0,0,35.8,6.7,329.3,594,52.4,146,231.2,50,137,35.1,28,48
SD1740L010,2018-02-20 04:30:34,NORMAL,13.1,0,0,17,0,0,0,235.6,0,193.5,0.6,0,0,50,-4,0,0,0,35.5,6.7,329.3,595,52.3,147,231.4,49.9,138,35.1,28,48
SD1740L010,2018-02-20 04:35:34,NORMAL,13.3,0,0,17.1,0,0,0,237.7,0,193.5,0.4,0,0,50,38,0,0,0,35.5,6.7,329.3,595,52.3,122,233.5,50,74,34.8,28,48
SD1740L010,2018-02-20 04:40:34,NORMAL,13.5,0,0,17.2,0,0,0,236.8,0,193.5,0.5,0,0,50,-17,0,0,0,35.5,6.7,329.3,595,52.4,59,232.5,50,77,35.1,28,48
SD1740L010,2018-02-20 04:45:34,NORMAL,13.6,0,0,17.4,0,0,0,241.6,0,193.5,0.5,0,0,50,27,0,0,0,35.5,6.7,329.3,595,52.4,76,237.3,50,42,34.8,27,48
SD1740L010,2018-02-20 04:50:34,NORMAL,13.7,0,0,17.6,0,0,0,241.3,0,193.5,0.5,0,0,50,-13,0,0,0,35.4,6.7,329.3,595,52.5,65,237,50,79,34.7,27,48
SD1740L010,2018-02-20 04:55:34,NORMAL,13.5,0,0,17.5,0,0,0,240,0,193.5,0.5,0,0,50,-11,0,0,0,35.4,6.7,329.3,595,52.5,65,235.7,50,64,34.7,27,47
SD1740L010,2018-02-20 05:00:34,NORMAL,13.5,0,0,17.4,0,0,0,238.6,0,193.6,0.5,0,0,50,19,0,0,0,35.3,6.7,329.3,595,52.5,71,234.4,50,61,34.8,27,47
SD1740L010,2018-02-20 05:05:34,NORMAL,13.3,0,0,17.2,0,0,0,234.2,0,193.6,0.6,0,0,49.9,8,0,0,0,35.5,6.8,329.4,595,52.3,161,230,49.9,144,34.6,27,47
SD1740L010,2018-02-20 05:10:34,NORMAL,13.8,0,0,17.5,0,0,0,236.7,0,193.6,0.7,0,0,49.9,15,0,0,0,35.2,6.8,329.4,595,52.4,173,232.5,49.9,135,34.6,27,47
SD1740L010,2018-02-20 05:15:34,NORMAL,14.1,0,0,17.8,0,0,0,238.6,0,193.6,0.5,0,0,50,-11,0,0,0,35.3,6.8,329.4,595,52.3,152,234.4,50,150,34.7,27,47
SD1740L010,2018-02-20 05:20:34,NORMAL,13.4,0,0,17.7,0,0,0,235.9,0,193.6,0.6,0,0,49.9,-11,0,0,0,35.2,6.8,329.4,595,52.4,58,231.6,49.9,70,34.5,27,47
SD1740L010,2018-02-20 05:25:34,NORMAL,13.2,0,0,17.8,0,0,0,237.6,0,193.6,0.4,0,0,50,9,0,0,0,35,6.8,329.4,595,52.5,76,233.3,50,60,34.6,27,47
SD1740L010,2018-02-20 05:30:34,NORMAL,12.8,0,0,17.7,0,0,0,238.7,0,193.6,0.6,0,0,50,-3,0,0,0,35.1,6.8,329.4,596,52.4,62,234.5,50,67,34.4,27,47
SD1740L010,2018-02-20 05:35:34,NORMAL,12.5,0,0,17.4,0,0,0,234.8,0,193.6,0.5,0,0,49.9,-15,0,0,0,35.2,6.8,329.4,596,52.4,66,230.5,49.9,80,34.8,27,47
SD1740L010,2018-02-20 05:40:34,NORMAL,12.7,0,0,17.5,0,0,0,235.5,0,193.6,0.4,0,0,50,-3,0,0,0,35.2,6.8,329.4,596,52.4,71,231.2,50,82,34.6,27,47
SD1740L010,2018-02-20 05:45:34,NORMAL,13,0,0,18,0,0,0,234.8,0,193.6,0.5,0,0,50,-21,0,0,0,35.3,6.8,329.4,596,52.5,53,230.5,50,74,34.7,27,47
SD1740L010,2018-02-20 05:50:34,NORMAL,14.4,0,0,20,0,0,0,233.4,0,193.6,0.4,0,0,50,15,0,0,0,35,6.8,329.4,596,52.5,82,229.3,50,59,34.6,27,47
SD1740L010,2018-02-20 05:55:34,NORMAL,20.3,0,0,28.6,0,0,0,235.4,0,193.6,0.4,0,0,50,15,0,0,0,35.2,6.8,329.4,596,52.5,76,231.1,50,54,34.6,27,47
SD1740L010,2018-02-20 06:00:34,NORMAL,48.5,0,0,66.6,0,0,0,232.1,0,193.6,0.7,0,0,50,1,0,0,0,35.1,6.8,329.4,596,52.5,181,228,50,161,34.7,27,47
SD1740L010,2018-02-20 06:05:34,NORMAL,121.3,0,0,145.8,0,0,0,230.3,0,193.7,0.7,0,0,49.9,-12,0,0,0,35.4,6.8,329.4,596,52.3,171,226.1,49.9,160,34.5,27,46
SD1740L010,2018-02-20 06:10:34,NORMAL,177.4,0,0,194.2,0,0,0,227.3,0,193.7,0.7,0,0,49.9,-9,0,0,0,35.4,6.9,329.5,596,52.3,168,223.2,49.9,153,34.8,27,46
SD1740L010,2018-02-20 06:15:34,NORMAL,141.5,0,0,130.1,0,1,1,231.1,0,193.7,1,0,0,50.1,-156,0,0,0,35.4,6.9,329.5,596,52.6,0,226.9,50,170,34.8,27,46
SD1740L010,2018-02-20 06:20:34,NORMAL,124.7,0,0,242.3,0,2,2,230.8,0,193.7,0.7,0,0,50,-98,0,0,0,35.4,6.9,329.5,596,52.4,0,226.6,50,92,34.8,27,46
SD1740L010,2018-02-20 06:25:34,NORMAL,142.3,0,1,263.8,0,2,3,231.7,0,193.7,0.9,0,0,50,-180,0,0,0,35.4,6.9,329.5,596,52.5,0,227.5,50,176,34.9,27,46
SD1740L010,2018-02-20 06:30:34,NORMAL,180.7,0,1,249.3,0,6,7,233.6,0,193.7,0.8,0,0,50,-151,0,0,0,35.5,6.9,329.5,597,52.5,0,229.5,50,155,34.9,27,46
SD1740L010,2018-02-20 06:35:34,NORMAL,224.3,0,5,268.2,0,8,13,232.8,0,193.7,0.7,0,0,50,-147,0,0,0,35.4,6.9,329.5,597,52.6,0,228.7,50,162,34.7,27,46
SD1740L010,2018-02-20 06:40:34,NORMAL,269.1,0,11,255.5,0,22,33,234.7,0,193.7,0.6,0,0,49.9,-196,0,0,0,35.4,6.9,329.5,597,52.6,0,230.4,49.9,241,34.7,27,46
SD1740L010,2018-02-20 06:45:34,NORMAL,240.2,0.1,26,241.3,0.2,36,62,234.7,0,193.7,0.4,0,0,50,-150,0,0,0,35.6,6.9,329.5,597,52.5,0,230.5,50,227,34.7,27,46
SD1740L010,2018-02-20 06:50:34,NORMAL,264.7,0.1,33,262.7,0.1,45,78,236.2,0,193.7,0.4,0,0,49.9,-48,0,0,0,35.6,6.9,329.5,597,52.5,0,231.9,49.9,143,34.6,27,46
SD1740L010,2018-02-20 06:55:34,NORMAL,274.5,0.1,21,273.6,0,32,53,236.3,0,193.7,0.5,0,0,50,-80,0,0,0,35.5,6.9,329.5,597,52.6,0,232.1,50,147,34.9,27,46
SD1740L010,2018-02-20 07:00:34,NORMAL,277.2,0.1,44,244.5,0.2,57,101,237.9,0,193.7,0.5,0,0,50,-24,0,0,0,35.4,6.9,329.5,597,52.6,0,233.7,50,142,34.8,27,46
SD1740L010,2018-02-20 07:05:34,NORMAL,273,0.3,94,272.7,0.4,107,201,235.9,0,193.7,0.6,0,0,49.9,-16,0,0,0,35.6,6.9,329.5,597,52.7,-65,231.6,49.9,155,34.7,27,46
SD1740L010,2018-02-20 07:10:34,NORMAL,280.9,0.5,140,285.3,0.5,143,283,236.2,0,193.7,0.5,0,0,50,0,0,0,0,35.5,6.9,329.5,597,52.7,-250,231.9,50,55,34.8,27,46
SD1740L010,2018-02-20 07:15:34,NORMAL,275.9,0.6,168,287.3,0.5,168,336,236.9,0,193.8,0.4,0,0,50,9,0,0,0,36,6.9,329.5,597,52.8,-277,232.7,50,61,35.4,26,47
SD1740L010,2018-02-20 07:20:34,NORMAL,275.8,0.7,200,276.8,0.8,221,421,236.2,0,193.8,0.6,0,0,50,-26,0,0,0,36,6.9,329.5,597,53,-389,231.9,50,77,35.5,27,47
SD1740L010,2018-02-20 07:25:34,NORMAL,275.9,0.7,220,273.1,0.9,243,463,235.3,0,193.8,2.7,0,0,50,-325,0,0,0,36.5,6.9,329.5,597,52.8,0,231.1,50,783,36.1,27,47
SD1740L010,2018-02-20 07:30:34,NORMAL,278.3,1,298,276.8,1.1,323,621,231.8,0,193.8,3.2,0,0,50.1,-1543,0,0,0,36.6,7,329.6,598,52.7,0,227.8,50.1,2157,36.2,27,47
SD1740L010,2018-02-20 07:35:34,NORMAL,273.3,1.2,333,279.9,1.2,361,694,238.9,0,193.8,3.2,0,0,50,-115,0,0,0,37.1,7,329.6,598,52.7,0,234.7,50,802,36.2,27,47
SD1740L010,2018-02-20 07:40:34,NORMAL,272.1,1.2,343,276.2,1.3,371,714,238.3,0,193.9,1.2,0,0,50,0,0,0,0,37.6,7,329.6,598,53.1,-503,234,50,204,36.9,27,48
