Date,Day,Month,Year,Hour,TotalTime,Weather,PEA_Type,CauseType,Causedata,AllCus,ComType
26,5,1,2016,11,28,1,1,8,1,0,2
24,3,1,2019,9,28,1,2,5,1,0,3
8,1,1,2019,17,28,1,1,5,1,0,3
28,7,1,2016,13,28,3,2,2,1,0,3
4,4,1,2016,12,28,1,2,2,1,0,2
22,1,1,2019,12,28,1,1,2,1,0,2
12,5,1,2016,17,28,6,1,9,1,0,3
12,5,1,2016,16,28,5,1,9,1,0,3
17,3,1,2016,14,28,1,2,5,1,0,3
19,5,1,2016,22,28,3,1,1,1,0,3
27,6,1,2019,16,28,6,1,9,1,0,3
30,2,1,2019,15,28,1,1,1,1,0,2
4,4,1,2019,14,28,5,2,9,1,0,3
11,4,1,2016,13,28,1,1,1,4,0,2
19,5,1,2016,15,28,1,2,2,1,0,3
20,6,1,2016,20,28,1,1,2,3,0,3
8,1,1,2016,21,28,1,1,2,1,0,3
30,2,1,2016,14,28,2,2,2,1,0,3
16,2,1,2016,10,28,3,1,5,2,0,3
24,3,1,2017,19,28,1,1,2,1,0,3
20,6,1,2017,13,28,1,1,6,2,0,3
9,2,1,2017,10,28,1,1,5,1,0,3
15,1,1,2017,9,28,2,1,2,1,0,3
8,1,1,2017,16,28,5,1,2,5,0,3
17,3,1,2017,8,28,2,2,2,1,0,3
5,5,1,2017,16,28,6,1,9,1,0,3
6,6,1,2017,9,28,1,1,2,3,0,3
9,2,1,2017,9,28,1,2,2,1,0,3
4,4,1,2017,13,28,4,2,5,1,0,2
25,4,1,2017,12,28,1,1,5,2,0,2
24,3,1,2017,12,28,1,1,5,6,0,3
26,5,1,2013,18,27,5,2,1,1,862,3
7,7,1,2018,11,27,1,1,2,1,67,3
17,3,1,2013,11,27,1,1,1,1,5177,3
26,5,1,2013,13,27,1,1,4,2,8563,2
26,5,1,2018,10,27,1,1,5,1,39,3
7,7,1,2013,16,27,4,2,2,1,1,2
9,2,1,2013,6,27,1,1,5,1,35,3
19,5,1,2013,11,27,1,1,2,5,10882,2
28,7,1,2013,10,27,1,2,5,2,1840,3
26,5,1,2018,11,27,4,1,6,3,459,2
8,1,1,2014,9,27,1,2,5,2,2380,2
3,3,1,2014,13,27,1,2,6,3,1614,2
4,4,1,2018,15,27,1,1,2,1,8976,2
18,4,1,2018,15,27,6,1,9,1,1793,3
21,7,1,2018,15,27,6,1,1,1,1519,3
23,2,1,2018,14,27,6,2,5,1,11925,3
23,2,1,2014,11,27,1,1,2,1,2055,3
20,6,1,2014,18,27,3,2,1,1,5410,2
26,5,1,2014,16,27,1,2,1,4,6700,2
18,4,1,2018,17,27,6,1,9,1,4798,3
15,1,1,2014,8,27,1,2,5,1,11318,3
4,4,1,2018,11,27,1,2,1,4,16520,3
23,2,1,2014,18,27,1,1,5,1,2025,3
16,2,1,2018,11,27,1,1,1,4,6,2
23,2,1,2018,14,27,1,1,5,2,550,3
5,5,1,2015,18,27,6,2,9,1,30,3
2,2,1,2018,18,27,3,1,1,3,14324,3
12,5,1,2018,9,27,1,1,2,1,1077,3
22,1,1,2015,16,27,1,1,5,6,1930,3
2,2,1,2015,14,27,1,1,2,1,1,3
9,2,1,2015,15,27,1,1,4,1,9564,2
1,1,1,2015,17,27,6,1,9,1,1699,2
25,4,1,2018,15,27,1,1,2,1,7163,3
17,3,1,2015,0,27,1,1,2,1,14190,2
20,6,1,2015,13,27,1,2,2,1,1075,3
28,7,1,2015,15,27,1,1,4,1,8670,3
16,2,1,2015,15,27,4,2,1,4,3942,3
5,5,1,2015,16,27,1,2,1,1,1340,3
21,7,1,2018,7,27,1,1,5,6,2377,3
14,7,1,2018,8,27,1,2,5,6,51,3
25,4,1,2015,16,27,1,1,5,6,1519,3
27,6,1,2015,9,27,3,2,1,4,8273,2
11,4,1,2019,17,27,5,2,9,1,0,3
20,6,1,2019,7,27,1,1,2,1,0,2
25,4,1,2016,15,27,5,1,1,4,0,3
3,3,1,2019,14,27,1,2,5,2,0,3
4,4,1,2019,12,27,1,2,2,1,0,3
17,3,1,2019,12,27,1,1,6,6,0,3
30,2,1,2016,10,27,3,2,1,1,0,3
4,4,1,2016,16,27,3,2,9,8,0,2
5,5,1,2016,14,27,6,1,1,1,0,3
20,6,1,2019,16,27,1,2,5,1,0,3
2,2,1,2019,22,27,6,1,9,1,0,3
3,3,1,2016,17,27,3,1,5,2,0,3
8,1,1,2019,10,27,1,2,2,3,0,3
12,5,1,2019,9,27,1,2,1,1,0,3
13,6,1,2019,16,27,6,2,2,1,0,2
3,3,1,2016,17,27,4,2,1,1,0,2
8,1,1,2019,15,27,1,1,2,1,0,3
14,7,1,2016,8,27,1,2,1,1,0,3
9,2,1,2016,15,27,1,2,2,1,0,2
10,3,1,2016,13,27,1,1,5,2,0,3
9,2,1,2017,16,27,6,1,9,1,0,3
16,2,1,2017,17,27,6,1,9,1,0,3
7,7,1,2017,6,27,1,1,5,6,0,3
10,3,1,2017,14,27,1,2,6,3,0,3
18,4,1,2017,20,27,1,1,2,1,0,3
19,5,1,2017,9,27,4,1,1,1,0,2
23,2,1,2017,18,27,5,2,2,1,0,3
3,3,1,2017,17,27,6,1,9,1,0,3
2,2,1,2017,16,27,6,1,1,4,0,3
27,6,1,2017,17,27,4,2,2,5,0,2
6,6,1,2017,14,27,2,2,1,1,0,3
29,1,1,2017,10,27,1,2,5,2,0,2
8,1,1,2017,12,27,4,2,2,1,0,3
14,7,1,2017,21,27,5,1,1,1,0,2
22,1,1,2017,5,27,1,1,5,1,0,3
16,2,1,2017,19,27,6,2,9,1,0,3
11,4,1,2017,15,27,1,2,2,1,0,2
22,1,1,2018,19,26,6,2,2,1,4265,3
26,5,1,2018,16,26,6,1,9,1,3914,3
13,6,1,2013,5,26,1,2,12,1,287,2
6,6,1,2013,7,26,1,1,5,6,7542,2
26,5,1,2013,5,26,1,2,5,1,206,3
13,6,1,2013,23,26,1,1,2,1,279,2
7,7,1,2013,19,26,1,1,8,1,4615,1
23,2,1,2013,18,26,1,1,5,1,4473,1
22,1,1,2018,10,26,1,1,2,1,4760,3
5,5,1,2018,17,26,4,2,1,1,208,2
25,4,1,2013,12,26,1,2,2,1,10244,3
5,5,1,2018,19,26,6,2,8,3,11873,3
13,6,1,2018,9,26,1,1,1,1,8246,2
29,1,1,2018,20,26,5,1,2,1,7935,3
4,4,1,2014,19,26,6,1,9,1,3514,3
12,5,1,2014,16,26,5,1,9,1,5073,3
17,3,1,2014,14,26,1,1,2,1,3744,3
20,6,1,2014,19,26,1,1,1,4,2350,3
30,2,1,2014,17,26,6,2,9,1,1972,2
28,7,1,2018,14,26,3,1,9,1,10502,3
2,2,1,2014,5,26,1,2,5,6,1508,3
14,7,1,2014,10,26,1,1,5,1,3398,2
7,7,1,2014,19,26,1,1,2,1,9539,3
12,5,1,2014,13,26,1,2,5,1,8155,3
3,3,1,2014,5,26,1,1,5,6,3690,3
20,6,1,2014,18,26,6,2,9,1,1134,3
2,2,1,2015,10,26,1,1,4,5,30,3
28,7,1,2014,11,26,5,1,9,1,3246,2
28,7,1,2014,11,26,5,1,9,1,2135,2
25,4,1,2014,3,26,6,1,9,1,1808,3
27,6,1,2014,15,26,1,1,2,1,434,2
30,2,1,2014,15,26,5,1,2,1,9778,3
5,5,1,2014,15,26,6,2,2,1,2175,3
20,6,1,2018,18,26,5,1,9,1,1258,3
17,3,1,2014,4,26,3,1,1,1,1717,3
25,4,1,2014,14,26,1,2,5,1,13474,3
19,5,1,2015,2,26,1,2,2,1,14551,2
15,1,1,2018,19,26,6,1,9,1,8214,3
2,2,1,2015,5,26,6,1,9,1,12362,3
5,5,1,2015,6,26,1,1,5,1,180,3
10,3,1,2018,13,26,4,1,2,1,5762,3
21,7,1,2015,22,26,1,2,2,1,17517,2
27,6,1,2015,2,26,1,1,5,1,14190,3
8,1,1,2015,19,26,1,1,5,1,1,3
15,1,1,2015,9,26,1,1,2,1,13183,3
29,1,1,2018,9,26,1,2,2,1,7582,3
1,1,1,2018,14,26,1,2,5,6,12242,3
11,4,1,2018,6,26,1,1,2,1,2616,3
29,1,1,2015,15,26,4,1,1,3,5840,3
10,3,1,2015,9,26,1,1,2,1,2377,1
12,5,1,2018,17,26,1,2,2,1,798,3
30,2,1,2015,9,26,1,1,2,1,3187,3
20,6,1,2015,8,26,1,1,6,6,2046,3
23,2,1,2015,11,26,1,1,5,1,3168,3
16,2,1,2016,13,26,1,2,3,4,9127,2
10,3,1,2019,10,26,1,1,5,1,2997,3
3,3,1,2016,18,26,1,1,2,1,0,3
10,3,1,2016,1,26,1,1,6,1,0,3
25,4,1,2016,6,26,1,1,5,1,0,3
20,6,1,2019,21,26,5,1,1,4,0,2
8,1,1,2019,10,26,1,1,8,1,0,3
24,3,1,2016,15,26,1,1,1,1,0,3
26,5,1,2019,19,26,1,2,2,1,0,3
29,1,1,2016,12,26,4,2,1,4,0,3
1,1,1,2016,8,26,1,1,5,2,0,2
2,2,1,2019,14,26,6,1,9,1,0,3
6,6,1,2019,11,26,1,1,5,1,0,2
14,7,1,2019,11,26,1,1,2,1,0,3
22,1,1,2016,6,26,2,1,5,1,0,3
29,1,1,2016,10,26,1,2,5,1,0,3
8,1,1,2016,9,26,1,1,2,1,0,3
15,1,1,2017,10,26,1,1,1,1,0,3
4,4,1,2017,9,26,1,2,5,1,0,2
13,6,1,2017,15,26,1,1,2,1,0,3
7,7,1,2017,11,26,1,1,2,1,0,3
11,4,1,2017,2,26,6,1,1,1,0,3
13,6,1,2017,16,26,3,2,2,1,0,2
13,6,1,2017,15,26,1,1,5,2,0,3
5,5,1,2017,7,26,1,2,1,4,0,3
20,6,1,2017,16,26,4,2,1,3,0,2
26,5,1,2017,15,26,3,2,1,1,0,3
15,1,1,2017,6,26,1,2,2,1,0,3
16,2,1,2017,17,26,5,2,1,1,0,3
24,3,1,2017,17,26,1,1,2,1,0,3
27,6,1,2017,1,26,2,1,1,1,0,3
17,3,1,2017,17,26,1,1,1,1,0,2
19,5,1,2017,13,26,1,2,1,1,0,2
13,6,1,2017,21,26,6,1,8,3,0,3
15,1,1,2017,8,26,1,2,1,1,0,3
7,7,1,2017,16,26,1,1,2,1,0,3
24,3,1,2018,8,26,1,1,5,6,0,3
28,7,1,2018,7,26,1,1,5,1,0,2
18,4,1,2013,13,25,1,1,6,3,3398,3
27,6,1,2018,13,25,1,2,2,1,1269,2
15,1,1,2013,13,25,1,1,4,1,35,2
17,3,1,2013,21,25,1,1,5,7,100,1
27,6,1,2013,8,25,4,1,7,8,14,1
23,2,1,2013,22,25,1,2,12,1,153,1
23,2,1,2013,23,25,1,2,12,1,676,1
17,3,1,2013,16,25,3,1,12,1,250,1
19,5,1,2013,16,25,1,1,5,1,277,1
20,6,1,2013,3,25,3,1,2,1,100,1
21,7,1,2013,9,25,1,1,5,1,120,1
30,2,1,2013,5,25,1,1,5,1,200,1
1,1,1,2013,20,25,1,1,7,8,346,1
3,3,1,2013,20,25,3,1,5,1,70,1
4,4,1,2013,6,25,1,2,5,1,1190,1
8,1,1,2013,14,25,1,2,5,1,13410,1
14,7,1,2013,13,25,1,2,5,1,2072,1
7,7,1,2013,18,25,1,1,1,3,12467,1
7,7,1,2013,18,25,1,1,5,1,16,1
27,6,1,2013,15,25,1,1,5,1,226,1
23,2,1,2013,7,25,4,1,5,1,1165,1
13,6,1,2013,8,25,1,1,5,1,910,1
15,1,1,2013,10,25,1,1,2,1,777,1
20,6,1,2013,22,25,3,1,7,8,40,1
8,1,1,2013,15,25,1,1,5,2,6011,1
28,7,1,2013,21,25,1,1,5,2,2624,1
15,1,1,2013,18,25,1,1,5,2,104,1
28,7,1,2013,13,25,1,2,5,1,930,1
10,3,1,2013,10,25,3,1,1,1,553,1
15,1,1,2013,6,25,1,1,5,1,500,1
22,1,1,2013,16,25,1,1,5,1,1254,1
5,5,1,2013,17,25,1,2,5,1,2350,1
21,7,1,2013,15,25,1,2,5,1,170,1
4,4,1,2013,12,25,2,1,2,1,817,2
7,7,1,2013,13,25,1,1,8,1,1163,1
10,3,1,2013,1,25,1,1,1,1,9844,1
10,3,1,2013,8,25,1,1,5,6,14895,1
20,6,1,2013,7,25,1,1,5,1,1,1
16,2,1,2013,6,25,1,2,5,2,5195,2
16,2,1,2013,16,25,1,1,5,1,24875,1
18,4,1,2013,6,25,1,1,5,6,13103,1
30,2,1,2013,14,25,1,1,5,1,7,1
25,4,1,2013,18,25,5,2,1,1,3359,2
19,5,1,2013,16,25,3,1,1,4,485,3
22,1,1,2013,19,25,5,2,1,1,7248,3
25,4,1,2018,4,25,1,1,1,3,3862,3
14,7,1,2013,10,25,1,1,5,1,1,1
2,2,1,2013,6,25,1,1,5,1,8052,1
1,1,1,2013,19,25,1,1,5,2,6040,1
2,2,1,2013,16,25,6,1,8,3,1842,1
2,2,1,2013,18,25,6,1,8,3,1842,1
12,5,1,2013,5,25,4,1,5,2,7582,1
15,1,1,2013,14,25,1,1,5,2,1768,1
6,6,1,2013,5,25,4,1,1,3,1,1
12,5,1,2013,17,25,6,1,8,3,3168,1
7,7,1,2013,16,25,1,2,5,1,18695,1
15,1,1,2013,12,25,1,1,5,2,6259,1
6,6,1,2013,9,25,1,2,5,1,2678,1
23,2,1,2014,13,25,1,1,6,2,10963,2
7,7,1,2018,17,25,1,1,5,6,5473,2
22,1,1,2014,0,25,5,2,2,1,1213,3
22,1,1,2014,8,25,1,2,5,1,2446,3
14,7,1,2018,1,25,6,2,2,1,5014,3
13,6,1,2014,13,25,6,1,2,1,5458,3
17,3,1,2018,13,25,6,2,8,3,6162,2
4,4,1,2014,13,25,1,2,6,1,2175,2
31,3,1,2014,16,25,5,1,2,1,1589,3
24,3,1,2014,9,25,1,2,5,6,0,3
9,2,1,2014,20,25,1,2,5,1,5854,3
8,1,1,2014,16,25,1,2,2,1,938,3
16,2,1,2014,17,25,6,1,5,6,890,2
26,5,1,2015,15,25,6,1,9,1,10502,3
9,2,1,2018,17,25,5,1,1,1,6866,2
24,3,1,2018,13,25,1,2,5,2,12362,3
29,1,1,2014,17,25,1,1,2,1,14190,3
12,5,1,2018,9,25,1,1,5,1,868,3
20,6,1,2014,5,25,1,2,5,2,14551,2
15,1,1,2015,6,25,1,2,2,1,2921,3
23,2,1,2015,16,25,5,1,1,1,1930,3
24,3,1,2015,10,25,5,2,9,1,4956,3
5,5,1,2015,13,25,1,1,5,1,4406,2
1,1,1,2018,0,25,6,2,9,1,1793,3
12,5,1,2015,7,25,1,1,5,1,3398,1
22,1,1,2015,9,25,1,1,5,2,6259,1
29,1,1,2015,1,25,5,1,9,7,11898,1
29,1,1,2015,2,25,5,1,7,8,4005,1
18,4,1,2015,20,25,6,2,8,3,1385,1
2,2,1,2015,1,25,6,2,8,3,1385,1
4,4,1,2015,5,25,6,2,8,3,4129,1
21,7,1,2015,17,25,6,2,8,3,7442,1
29,1,1,2015,8,25,6,2,1,4,5427,1
6,6,1,2018,11,25,1,2,2,1,11266,3
20,6,1,2018,7,25,1,2,2,1,2624,3
14,7,1,2015,15,25,1,1,2,1,709,2
11,4,1,2015,19,25,4,1,5,2,7328,1
14,7,1,2015,18,25,1,1,9,7,11847,1
17,3,1,2015,10,25,4,1,5,2,1938,1
17,3,1,2015,17,25,4,1,9,7,1710,1
19,5,1,2015,11,25,1,1,5,1,5854,1
13,6,1,2015,17,25,5,2,8,3,17527,1
24,3,1,2015,21,25,6,2,8,3,10169,1
31,3,1,2015,11,25,1,2,12,1,3778,1
1,1,1,2015,7,25,6,2,9,1,1134,1
9,2,1,2015,16,25,6,2,8,3,3664,1
21,7,1,2015,18,25,6,2,8,3,715,1
29,1,1,2015,17,25,6,2,5,1,947,1
27,6,1,2018,8,25,1,1,1,1,13183,2
19,5,1,2015,5,25,6,1,5,6,5747,3
20,6,1,2015,15,25,3,1,1,1,3778,2
22,1,1,2015,8,25,1,1,2,1,1134,2
10,3,1,2018,12,25,1,1,6,3,3651,2
21,7,1,2015,15,25,3,1,1,1,8273,2
18,4,1,2015,12,25,1,2,1,1,10141,3
18,4,1,2015,17,25,3,1,7,7,18695,3
28,7,1,2015,18,25,1,1,5,1,5458,1
17,3,1,2015,17,25,1,1,5,1,22417,1
20,6,1,2015,18,25,1,1,5,2,1808,1
16,2,1,2015,16,25,1,1,2,1,1,3
3,3,1,2019,8,25,1,1,2,1,825,3
16,2,1,2015,14,25,1,2,2,1,8976,3
17,3,1,2015,18,25,3,2,2,1,6349,3
15,1,1,2019,6,25,1,1,5,6,2135,3
3,3,1,2015,8,25,5,1,2,1,3454,2
26,5,1,2015,13,25,1,1,3,5,1238,2
29,1,1,2019,2,25,1,2,6,2,5673,3
25,4,1,2016,15,25,1,1,2,1,4397,3
5,5,1,2019,19,25,1,2,1,4,8536,3
1,1,1,2016,10,25,1,1,4,1,1519,3
23,2,1,2016,9,25,1,2,6,3,0,2
30,2,1,2016,22,25,1,2,5,2,0,3
4,4,1,2016,12,25,1,1,2,1,0,3
5,5,1,2016,14,25,6,1,2,1,0,3
25,4,1,2019,15,25,3,2,1,4,0,2
1,1,1,2019,15,25,1,2,5,1,0,3
17,3,1,2016,19,25,1,2,2,1,0,3
16,2,1,2016,0,25,1,1,5,1,0,3
9,2,1,2016,14,25,1,1,1,1,0,3
5,5,1,2016,17,25,4,1,7,9,0,3
27,6,1,2019,5,25,1,1,2,1,0,3
6,6,1,2016,8,25,1,2,2,1,0,3
17,3,1,2016,17,25,4,1,2,1,0,3
27,6,1,2016,10,25,1,1,2,1,0,3
13,6,1,2019,9,25,1,1,2,1,0,3
30,2,1,2016,21,25,2,2,2,1,0,3
4,4,1,2016,4,25,3,1,1,1,0,3
9,2,1,2016,1,25,1,1,1,2,0,3
28,7,1,2016,11,25,1,1,6,1,0,3
17,3,1,2017,12,25,1,1,5,2,0,2
1,1,1,2017,6,25,1,1,2,1,0,3
6,6,1,2017,11,25,1,2,2,3,0,2
2,2,1,2017,19,25,1,2,2,1,0,2
6,6,1,2017,15,25,1,2,2,1,0,3
11,4,1,2017,10,25,1,2,2,1,0,2
31,3,1,2017,2,25,5,2,7,6,0,2
13,6,1,2017,15,25,6,1,1,3,0,2
19,5,1,2017,8,25,1,1,2,1,0,3
20,6,1,2017,5,25,1,1,5,1,0,3
4,4,1,2017,23,25,5,1,1,4,0,3
13,6,1,2017,19,25,6,2,9,1,0,3
2,2,1,2017,17,25,6,1,9,1,0,3
2,2,1,2017,17,25,6,1,9,1,0,3
10,3,1,2017,16,25,1,1,5,1,0,3
5,5,1,2017,17,25,6,1,9,1,0,3
24,3,1,2017,18,25,6,2,1,4,0,3
21,7,1,2017,14,25,6,2,9,1,0,3
29,1,1,2017,13,25,1,2,1,2,0,2
3,3,1,2017,19,25,4,2,6,1,0,3
8,1,1,2017,10,25,6,1,2,1,0,3
13,6,1,2017,15,25,6,1,9,1,0,3
7,7,1,2017,16,25,6,2,9,1,0,2
18,4,1,2017,7,25,1,1,1,1,0,3
27,6,1,2017,12,25,1,1,1,4,0,3
13,6,1,2017,7,25,1,1,5,6,0,2
22,1,1,2017,11,25,1,1,1,1,0,3
26,5,1,2017,22,25,4,1,9,1,0,3
7,7,1,2018,14,25,1,2,6,3,0,3
16,2,1,2013,8,24,1,2,7,5,552,3
20,6,1,2017,17,24,1,1,5,6,703,3
14,7,1,2013,18,24,5,1,2,1,12052,3
15,1,1,2013,7,24,1,1,12,1,9774,3
11,4,1,2013,16,24,5,2,2,1,5409,3
29,1,1,2013,15,24,6,2,1,1,2094,2
25,4,1,2013,18,24,5,1,1,1,5205,2
20,6,1,2018,10,24,1,1,5,2,1526,3
5,5,1,2018,13,24,1,2,2,1,134,3
15,1,1,2013,5,24,1,1,5,1,270,3
30,2,1,2013,8,24,1,1,6,3,16390,3
16,2,1,2018,8,24,1,1,2,1,9564,3
13,6,1,2013,13,24,2,1,2,1,1380,3
13,6,1,2013,13,24,2,1,2,1,3089,3
18,4,1,2013,19,24,5,1,2,1,7484,3
19,5,1,2018,6,24,1,1,5,6,1810,3
24,3,1,2018,12,24,1,1,2,1,16392,2
20,6,1,2014,11,24,1,1,2,5,3343,3
5,5,1,2018,16,24,1,2,5,1,1774,3
2,2,1,2014,10,24,1,2,2,1,13261,3
4,4,1,2014,9,24,6,1,2,1,4869,3
4,4,1,2014,21,24,4,1,9,1,3431,2
11,4,1,2018,10,24,1,1,5,2,4062,3
12,5,1,2018,16,24,1,1,2,1,5967,3
12,5,1,2014,15,24,1,1,2,1,5977,3
18,4,1,2018,21,24,6,1,9,1,2986,3
20,6,1,2018,15,24,6,2,9,1,2524,2
4,4,1,2014,14,24,1,2,5,2,1134,3
29,1,1,2018,16,24,3,2,9,1,13474,2
13,6,1,2014,6,24,1,1,2,1,618,3
20,6,1,2014,10,24,1,1,2,1,8256,3
6,6,1,2018,18,24,6,1,1,4,1914,2
10,3,1,2018,10,24,1,1,5,2,649,3
24,3,1,2014,15,24,3,1,7,8,2748,2
12,5,1,2014,17,24,1,2,5,1,6866,3
15,1,1,2014,16,24,2,2,5,6,7484,3
13,6,1,2014,9,24,1,1,5,1,7721,3
24,3,1,2014,18,24,1,1,2,1,8382,3
25,4,1,2018,15,24,1,1,1,4,45,3
29,1,1,2015,18,24,1,1,2,1,210,3
1,1,1,2014,23,24,5,1,1,1,6398,2
30,2,1,2014,10,24,1,2,5,2,1793,3
21,7,1,2018,18,24,1,2,2,1,690,3
21,7,1,2018,18,24,1,2,2,1,1840,3
28,7,1,2015,21,24,6,1,1,1,835,2
13,6,1,2015,12,24,5,1,2,1,10510,3
18,4,1,2015,11,24,1,1,5,1,11505,2
18,4,1,2018,13,24,6,1,9,1,7337,3
19,5,1,2018,21,24,5,2,1,1,3556,2
30,2,1,2015,8,24,1,1,2,1,1691,3
24,3,1,2015,8,24,1,1,2,1,2025,3
14,7,1,2015,20,24,6,1,1,4,3772,3
13,6,1,2015,13,24,1,1,5,2,39,3
20,6,1,2015,14,24,1,1,2,1,2624,3
3,3,1,2018,18,24,1,1,1,2,3756,3
9,2,1,2018,13,24,1,2,4,1,884,3
9,2,1,2015,18,24,5,2,2,1,5250,3
23,2,1,2018,19,24,1,1,6,1,1046,2
13,6,1,2018,8,24,1,2,5,1,1258,3
25,4,1,2018,17,24,1,2,5,1,3412,3
10,3,1,2019,18,24,1,1,5,2,547,2
16,2,1,2019,16,24,1,1,5,6,11248,3
16,2,1,2019,16,24,1,1,5,6,22417,3
16,2,1,2019,16,24,1,1,5,6,4789,3
16,2,1,2019,16,24,1,1,5,6,3116,3
16,2,1,2015,7,24,1,2,5,1,11416,3
8,1,1,2016,17,24,1,1,2,1,1889,3
28,7,1,2016,15,24,1,2,3,5,434,3
9,2,1,2016,13,24,1,2,3,5,1735,2
17,3,1,2019,15,24,3,2,1,1,0,3
26,5,1,2019,10,24,1,1,9,1,0,3
4,4,1,2019,12,24,1,2,2,1,0,3
5,5,1,2019,9,24,1,1,5,1,0,3
5,5,1,2016,14,24,6,1,1,1,0,3
26,5,1,2019,8,24,1,2,5,1,0,2
30,2,1,2019,9,24,1,1,6,3,0,2
20,6,1,2016,9,24,1,1,2,3,0,3
7,7,1,2019,13,24,1,2,8,5,0,2
3,3,1,2016,12,24,6,1,8,3,0,3
12,5,1,2016,5,24,1,1,5,6,0,2
3,3,1,2016,18,24,4,2,1,3,0,3
28,7,1,2016,14,24,1,2,2,1,0,3
29,1,1,2016,19,24,6,2,9,1,0,3
9,2,1,2016,22,24,1,1,5,1,0,3
17,3,1,2016,23,24,5,1,1,4,0,3
22,1,1,2016,9,24,1,2,2,1,0,3
24,3,1,2016,8,24,1,1,2,1,0,2
26,5,1,2019,13,24,5,1,9,1,0,2
14,7,1,2017,8,24,1,1,2,1,0,2
14,7,1,2017,11,24,1,1,2,1,0,3
13,6,1,2017,16,24,6,1,1,4,0,3
28,7,1,2017,14,24,6,1,9,1,0,3
17,3,1,2017,6,24,6,1,1,4,0,3
18,4,1,2017,13,24,4,2,3,5,0,2
3,3,1,2017,17,24,6,2,9,1,0,3
3,3,1,2017,10,24,5,2,9,1,0,3
4,4,1,2017,18,24,5,2,1,1,0,3
16,2,1,2017,8,24,4,2,1,2,0,3
13,6,1,2017,10,24,1,1,5,2,0,2
9,2,1,2018,14,24,1,1,5,2,0,3
27,6,1,2018,7,24,4,2,2,1,0,3
27,6,1,2018,17,24,1,2,1,3,0,2
23,2,1,2013,7,23,2,1,5,1,41,2
7,7,1,2018,14,23,3,1,1,3,65,2
7,7,1,2013,23,23,1,1,5,7,625,1
9,2,1,2013,17,23,4,2,2,1,155,3
8,1,1,2013,22,23,1,1,5,1,208,3
3,3,1,2013,15,23,1,1,5,1,1,1
4,4,1,2013,15,23,1,1,5,1,80,1
8,1,1,2018,16,23,6,1,9,1,3516,3
8,1,1,2018,16,23,6,2,9,1,5058,3
9,2,1,2018,15,23,1,2,4,5,3755,3
21,7,1,2018,23,23,6,2,2,1,58,3
19,5,1,2013,14,23,3,1,2,1,3651,2
22,1,1,2013,6,23,1,1,4,1,335,2
2,2,1,2013,16,23,5,1,7,5,1982,3
11,4,1,2018,16,23,1,2,1,1,9774,2
29,1,1,2014,8,23,1,2,4,1,2135,2
4,4,1,2014,9,23,6,1,2,1,11925,3
13,6,1,2018,16,23,5,1,2,1,3744,3
18,4,1,2018,15,23,6,1,9,1,4815,3
20,6,1,2018,16,23,5,1,2,1,3920,3
16,2,1,2014,16,23,5,2,9,1,1,3
28,7,1,2018,19,23,2,1,2,1,1719,3
28,7,1,2018,18,23,2,2,2,1,5250,3
1,1,1,2014,11,23,3,2,1,4,8294,3
28,7,1,2018,16,23,1,1,2,1,13605,3
2,2,1,2018,18,23,5,1,2,1,9539,3
3,3,1,2014,6,23,1,1,5,8,4798,3
2,2,1,2014,18,23,4,2,2,1,11318,3
1,1,1,2018,21,23,1,1,2,1,7972,3
27,6,1,2014,13,23,1,1,2,1,8589,3
21,7,1,2018,18,23,1,1,5,1,7,3
9,2,1,2018,11,23,1,1,2,1,4749,3
20,6,1,2015,19,23,5,2,2,1,8327,2
25,4,1,2015,14,23,1,2,1,1,12100,3
16,2,1,2015,5,23,1,2,5,6,4047,3
14,7,1,2015,16,23,6,2,9,1,7597,3
15,1,1,2015,14,23,1,2,6,1,4159,3
18,4,1,2018,11,23,1,2,6,3,3955,3
8,1,1,2015,22,23,1,1,2,1,4406,3
24,3,1,2018,18,23,6,1,9,1,3635,2
11,4,1,2015,7,23,1,1,5,1,12976,3
25,4,1,2018,5,23,1,1,2,1,1519,2
29,1,1,2015,14,23,1,1,4,1,8273,3
4,4,1,2015,8,23,1,2,5,2,7014,3
24,3,1,2015,7,23,1,1,2,1,5250,2
22,1,1,2016,10,23,1,2,5,1,3778,3
9,2,1,2016,13,23,3,1,2,5,5250,3
11,4,1,2016,15,23,1,2,5,2,989,3
1,1,1,2016,18,23,1,1,6,1,618,3
19,5,1,2019,7,23,1,1,2,1,0,3
4,4,1,2016,6,23,1,2,5,1,0,3
4,4,1,2016,14,23,1,1,1,4,0,3
27,6,1,2019,16,23,6,1,9,1,0,3
1,1,1,2019,16,23,6,2,2,3,0,3
1,1,1,2016,17,23,6,1,8,3,0,2
17,3,1,2019,9,23,1,1,2,1,0,3
22,1,1,2016,19,23,6,2,8,3,0,3
30,2,1,2019,14,23,1,1,9,1,0,3
8,1,1,2019,16,23,1,1,2,1,0,3
29,1,1,2016,11,23,1,1,2,1,0,2
2,2,1,2016,16,23,1,2,12,1,0,3
3,3,1,2016,8,23,1,1,2,1,0,3
10,3,1,2016,20,23,2,2,5,1,0,3
8,1,1,2016,8,23,4,1,2,1,0,3
28,7,1,2016,11,23,1,2,5,1,0,3
25,4,1,2017,16,23,6,1,1,4,0,3
3,3,1,2017,16,23,1,1,2,1,0,3
